实例ID,内部回复数,内部转发数,内部点赞数,内部互动总数,跨实例主动回复数,跨实例主动转发数,跨实例主动点赞数,跨实例主动互动总数,跨实例被动回复数,跨实例被动转发数,跨实例被动点赞数,跨实例被动互动总数,跨实例总互动数
peacht.art,0,0,0,0,0,46,1,47,0,0,0,0,47
alex.femto.pub,0,0,0,0,0,4,0,4,0,0,0,0,4
fedi.rib.gay,0,0,0,0,0,0,136,136,0,0,0,0,136
rtsn.dev,1,0,0,1,0,0,4,4,0,1,1,2,6
pizza.enby.city,3,0,5,8,0,8,135,143,0,5,11,16,159
theweird.space,0,0,0,0,0,2,3,5,0,3,0,3,8
masto.bimbiribase.xyz,0,0,0,0,0,11,23,34,0,0,0,0,34
a.bloodyno.se,1,0,2,3,1,24,16,41,1,0,11,12,53
free.gluten.space,0,0,0,0,0,11,10,21,0,0,0,0,21
freie-re.de,0,0,0,0,0,19,29,48,0,1,6,7,55
mk.moth.zone,0,0,0,0,0,15,34,49,5,0,0,5,54
chabant.social,0,0,0,0,0,0,0,0,0,114,126,240,240
pmth.us,0,0,0,0,0,0,1,1,0,0,0,0,1
federate.social,1,0,1,2,0,270,385,655,4,818,1319,2141,2796
a11y.social,0,0,0,0,0,7,18,25,0,1,1,2,27
otsuka.social,0,0,0,0,0,1,9,10,0,0,0,0,10
k.my-sky.blue,0,0,0,0,0,1,0,1,0,0,0,0,1
social.fwcr.de,0,0,0,0,0,0,1,1,0,0,0,0,1
social.leckse.net,0,0,0,0,0,0,1,1,0,0,0,0,1
social.jirutka.cz,0,0,0,0,0,0,2,2,0,0,0,0,2
nonsense.direct,0,0,0,0,0,0,3,3,0,1,2,3,6
hub.volse.no,0,0,0,0,0,0,11,11,0,0,0,0,11
gensokyo.town,0,0,0,0,0,2,17,19,0,0,0,0,19
n-odes.social,0,0,3,3,0,23,161,184,0,3,25,28,212
social.parentheticalrecluse.com,0,0,0,0,0,1,2,3,0,0,2,2,5
social.dvsn.net,0,0,0,0,0,0,4,4,0,0,0,0,4
mytoot.net,0,0,0,0,0,0,1,1,0,0,0,0,1
instancia.org,0,0,0,0,0,5,6,11,0,2,11,13,24
misskey.fryer.net.au,0,0,0,0,0,41,5,46,0,0,0,0,46
fe.disroot.org,3,1,3,7,14,366,716,1096,0,25,33,58,1154
occult.town,0,0,0,0,0,1,6,7,0,0,3,3,10
agda.club,0,0,0,0,0,0,19,19,0,0,0,0,19
kitsunet.org,0,0,0,0,0,1,0,1,0,0,0,0,1
links.potsda.mn,0,0,0,0,0,11,6,17,0,0,0,0,17
pkm.social,8,0,1,9,0,56,128,184,0,2,5,7,191
fedi.valtlai.fi,0,0,0,0,0,1,0,1,0,0,0,0,1
um.lugarzinho.top,0,0,0,0,0,1,0,1,0,0,0,0,1
mastodon.hakurei.win,3,0,0,3,0,3,2,5,0,0,8,8,13
libranet.de,0,0,0,0,0,198,283,481,0,0,0,0,481
social.darc.de,0,0,1,1,0,59,89,148,0,0,1,1,149
devs.live,0,0,0,0,0,1,9,10,0,0,0,0,10
unperson.us,0,0,0,0,0,1,20,21,0,0,0,0,21
information.garden,1,0,0,1,0,0,1,1,0,1,2,3,4
schraepler.de,0,0,0,0,0,33,23,56,0,0,0,0,56
mstdn.itsnero.com,1,0,0,1,0,2,13,15,0,0,14,14,29
ma.zcx.cc,1,0,0,1,0,0,1,1,0,1,1,2,3
posts.jacobhaddon.com,0,0,0,0,1,10,35,46,1,0,3,4,50
shrimple.aagaming.me,0,0,0,0,0,4,11,15,0,0,0,0,15
social.thisisjoes.site,0,0,0,0,0,2,14,16,0,0,0,0,16
sogga.top,0,0,0,0,1,0,1,2,4,0,4,8,10
roddie.social,0,0,0,0,0,8,7,15,0,0,0,0,15
bytes.programming.dev,0,0,0,0,0,5,24,29,0,0,0,0,29
dads.cool,0,0,0,0,0,34,216,250,2,0,0,2,252
vandrare.page,0,0,0,0,0,0,5,5,0,0,2,2,7
chin-co-ne.co,0,0,0,0,0,0,3,3,0,2,11,13,16
mtg.garden,0,2,1,3,0,0,0,0,0,0,0,0,0
soc.kurator.tech,0,0,0,0,0,1,14,15,0,0,0,0,15
neuro.cooking,0,0,0,0,0,0,1,1,0,0,0,0,1
gotosocial.social,0,0,0,0,0,6,0,6,0,0,0,0,6
sideofburritos.social,0,0,0,0,0,0,0,0,0,10,24,34,34
ratf.ink,0,0,0,0,0,1,2,3,0,0,0,0,3
mastodon.bit.nl,0,0,0,0,0,0,1,1,0,1,0,1,2
fairground.moe,0,0,0,0,0,0,1,1,0,0,0,0,1
morph.oksocial.net,0,0,0,0,0,1,0,1,0,0,1,1,2
alico.nexus,0,0,0,0,0,1,11,12,0,0,0,0,12
toot.li,0,0,0,0,0,1,1,2,0,0,0,0,2
joomla.social,0,4,4,8,0,2,1,3,0,9,9,18,21
asentientbot.ca,0,0,0,0,0,0,131,131,0,0,0,0,131
base.lc,0,0,0,0,0,1,1,2,0,0,0,0,2
outerheaven.club,8,0,25,33,0,69,236,305,9,0,0,9,314
artsio.com,2,0,0,2,0,62,46,108,0,4,3,7,115
msk.kitazawa.me,0,0,0,0,0,23,30,53,2,0,0,2,55
social.balad.in,0,0,0,0,0,5,0,5,0,0,0,0,5
genserver.social,0,0,2,2,3,3,43,49,0,0,4,4,53
amble.quest,0,0,0,0,0,0,5,5,0,0,0,0,5
fuzzy.zone,0,0,0,0,0,0,5,5,0,0,0,0,5
takoverse.syutin.com,0,0,0,0,0,0,3,3,0,0,10,10,13
wombats.club,0,0,0,0,0,0,7,7,0,0,0,0,7
waskuisland.com,0,0,0,0,0,167,175,342,0,0,0,0,342
hidamari.apartments,0,0,0,0,0,2,5,7,1,0,0,1,8
misskey.usbharu.dev,0,0,0,0,0,1,0,1,0,0,0,0,1
snailedit.social,0,0,1,1,0,3,13,16,0,1,24,25,41
autistics.life,5,6,56,67,0,315,1299,1614,3,35,170,208,1822
toot.ale.gd,4,0,2,6,0,43,14,57,0,2,4,6,63
social.hintersphere.com,0,0,0,0,0,0,1,1,0,0,0,0,1
social.radon.rocks,0,0,0,0,0,5,0,5,0,0,0,0,5
cunnin.me,0,0,0,0,0,41,76,117,0,0,0,0,117
msdyn365bc.social,0,0,0,0,0,3,3,6,0,0,0,0,6
social.oddly-influenced.dev,0,0,0,0,0,0,1,1,0,0,0,0,1
mastotut.cat,0,0,0,0,0,66,26,92,0,0,0,0,92
science.channel.org,0,0,0,0,0,354,0,354,0,0,0,0,354
toot.garden,0,0,0,0,0,62,202,264,4,0,0,4,268
misskey.bluelacan.com,0,0,0,0,0,0,3,3,0,0,0,0,3
graz.social,0,0,4,4,0,231,524,755,3,5,8,16,771
masto.digittante.com,0,0,0,0,0,8,18,26,0,0,2,2,28
entichahoo.sh,0,0,0,0,0,4,4,8,0,0,0,0,8
teqqy.social,0,0,0,0,0,3,1,4,0,1,4,5,9
mastodon.akop.online,0,0,0,0,0,0,2,2,0,0,1,1,3
altelectron.org.uk,0,0,0,0,1,12,1,14,0,0,0,0,14
village.elrant.team,0,0,0,0,0,1,3,4,0,0,0,0,4
social.geekgo.tech,0,0,0,0,0,2,0,2,0,0,0,0,2
uni.vuwuv.com,0,0,0,0,0,6,0,6,0,0,0,0,6
sloan.host,0,0,0,0,0,2,2,4,0,0,0,0,4
mtd.pythonasia.org,0,1,1,2,0,1,1,2,0,1,2,3,5
hub.hubzilla.de,0,0,0,0,0,2,36,38,0,0,0,0,38
firekitten.social,0,0,1,1,0,1,0,1,0,0,0,0,1
twentyzen.social,0,0,0,0,0,12,16,28,0,0,0,0,28
13bells.com,0,0,0,0,0,6,19,25,0,0,0,0,25
friendica.katholisch.social,0,0,0,0,1,7,15,23,0,0,0,0,23
ublog.cloudfrancois.fr,0,0,0,0,0,4,2,6,0,0,0,0,6
crosstalk.tech,0,0,0,0,0,1,4,5,0,0,0,0,5
social.younger.wtf,2,0,0,2,0,0,0,0,0,0,1,1,1
mast.lat,0,11,9,20,0,457,658,1115,2,22,77,101,1216
pixel.livellosegreto.it,0,0,0,0,0,4,23,27,0,0,0,0,27
fedi.tanpoposoft.com,0,0,0,0,0,1,0,1,0,0,0,0,1
elephant.crime.group,0,0,0,0,0,0,3,3,0,0,0,0,3
vrc-ins.net,3,0,2,5,0,1,0,1,0,0,8,8,9
mastodon.fkpk.org,0,0,0,0,0,2,4,6,0,0,0,0,6
nileane.fr,0,0,1,1,0,7,99,106,0,34,55,89,195
akkoremaji.club,0,0,0,0,0,11,0,11,0,0,0,0,11
mastodon.babb.no,1,0,1,2,0,2,20,22,0,2,6,8,30
social.pseudo-whiskey.bar,0,0,0,0,0,66,47,113,0,0,0,0,113
mastodon.ericbeckers.nl,0,0,0,0,0,9,3,12,0,0,0,0,12
nashtodon.com,0,0,0,0,0,1,4,5,0,0,3,3,8
mastodon.hosnet.fr,0,0,0,0,0,0,1,1,0,0,0,0,1
myside-yourside.net,0,0,0,0,0,1,57,58,0,0,2,2,60
social.michels.xyz,0,0,0,0,0,0,1,1,0,0,0,0,1
queerchen.de,0,0,0,0,0,1,7,8,0,0,0,0,8
ludosphere.fr,19,8,54,81,0,299,392,691,1,8,32,41,732
social.grat.gay,0,0,0,0,0,1,8,9,0,0,0,0,9
boosts.squirrel.pictures,0,0,0,0,0,12,111,123,0,0,0,0,123
howells.social,0,0,0,0,0,0,0,0,0,0,1,1,1
fedi.getimiskon.xyz,2,0,5,7,8,2,41,51,6,1,6,13,64
is.burntout.org,0,0,0,0,0,0,5,5,0,0,0,0,5
shrine.moe,0,0,0,0,0,5,19,24,5,0,0,5,29
jorts.horse,32,45,252,329,0,315,856,1171,0,57,282,339,1510
bulles.social,0,0,0,0,0,3,0,3,0,0,0,0,3
howdee.social,0,0,0,0,0,11,15,26,0,0,3,3,29
mdon.ee,0,0,0,0,0,0,7,7,0,0,0,0,7
social.musing.studio,0,0,0,0,0,0,0,0,0,0,2,2,2
magincia.cafe,0,0,0,0,0,0,1,1,0,0,0,0,1
social.sschnabe.eu,0,0,0,0,0,1,0,1,0,0,0,0,1
social.johnwarne.com,0,0,0,0,0,0,3,3,0,0,0,0,3
ringed.space,0,0,0,0,0,0,0,0,0,0,1,1,1
skeptics.social,0,0,1,1,0,65,222,287,1,3,34,38,325
nyan.lol,1,0,0,1,0,2,8,10,0,0,6,6,16
superstimul.us,1,0,2,3,0,0,1,1,0,0,0,0,1
grafana.social,1,0,0,1,0,7,2,9,0,0,4,4,13
travel-friends.chat,0,1,0,1,0,0,0,0,0,0,0,0,0
phantomthieves.net,1,0,0,1,0,0,1,1,1,4,22,27,28
gts.hackaroun.de,0,0,0,0,0,5,0,5,0,0,0,0,5
diaspora.im,0,0,0,0,0,24,16,40,0,0,0,0,40
mastodon.kroy.io,0,0,0,0,0,1,0,1,0,0,0,0,1
mastodon.esmevane.com,1,0,0,1,0,7,62,69,0,0,5,5,74
degrowth.social,0,0,0,0,0,24,99,123,0,2,3,5,128
devdilettante.com,0,0,0,0,0,155,204,359,0,0,1,1,360
social.datenschutz-guru.de,0,0,0,0,0,0,2,2,0,0,0,0,2
fedi.owlly.xyz,0,0,0,0,0,0,7,7,0,0,0,0,7
chirp.enworld.org,0,0,0,0,0,291,502,793,1,0,0,1,794
ap.diegoveralli.net,0,0,0,0,0,0,4,4,0,0,0,0,4
kitsunes.club,0,0,0,0,0,108,196,304,6,0,0,6,310
nfra.club,0,0,0,0,0,1,1,2,0,0,0,0,2
booktoot.club,0,0,0,0,0,1,0,1,0,1,0,1,2
kiessling.social,0,0,0,0,0,1,34,35,0,0,0,0,35
social.tinymantico.re,0,0,0,0,0,0,0,0,0,0,5,5,5
m.moec.top,0,0,0,0,0,0,36,36,0,0,0,0,36
mastodon.f2a.io,0,0,1,1,0,3,0,3,0,0,0,0,3
social.sdf.org,0,1,1,2,0,275,468,743,2,8,20,30,773
ukrainian.network,0,0,0,0,0,6,34,40,0,1,6,7,47
sozial.cyberpunk.gmbh,0,0,0,0,0,1,2,3,0,0,0,0,3
vhs.social,0,2,3,5,0,17,17,34,0,2,3,5,39
gush.taks.garden,0,0,0,0,0,4,5,9,0,0,0,0,9
masto.deoan.org,2,0,0,2,0,34,53,87,1,5,21,27,114
terra.techpriesthub.xyz,0,0,0,0,0,1,18,19,0,0,0,0,19
meron.io,0,0,0,0,0,4,5,9,0,0,0,0,9
fedi.adamm.cc,0,0,0,0,0,3,5,8,24,0,0,24,32
stoney.monster,0,0,0,0,0,1,1,2,0,2,12,14,16
fedi.neon.moe,0,0,0,0,0,0,17,17,0,0,3,3,20
social.hp-gauster.name,0,0,0,0,0,0,2,2,0,0,0,0,2
s.waq.dk,0,0,0,0,0,1,0,1,0,2,3,5,6
friendica.hellquist.eu,1,0,0,1,1,0,0,1,0,1,0,1,2
opensocial.at,0,0,0,0,0,143,76,219,0,0,0,0,219
left-tusk.com,1,1,0,2,0,159,8,167,0,0,1,1,168
drupal.community,1,0,1,2,0,117,57,174,0,2,3,5,179
distance.blue,0,0,0,0,0,0,1,1,0,0,0,0,1
tootsfrom.ahabitual.dev,0,0,0,0,0,1,90,91,0,0,0,0,91
mstdn.kemono-friends.info,36,0,0,36,0,5,11,16,0,0,0,0,16
social.sachsen.de,0,0,0,0,0,0,0,0,0,3,2,5,5
social.feep.org,0,0,0,0,0,0,13,13,0,0,3,3,16
mastodon.aldr.works,0,0,0,0,0,1,1,2,0,0,0,0,2
allpeep.social,1,0,0,1,0,0,0,0,0,0,0,0,0
backend.newsmast.org,0,0,0,0,0,0,0,0,0,76,7,83,83
ppb.social,0,0,0,0,0,12,7,19,0,0,3,3,22
mrtodon.net,0,0,0,0,0,0,0,0,0,0,2,2,2
mastodon.mashi.ro,0,0,0,0,0,1,2,3,0,0,0,0,3
mast.solarisfire.com,0,0,0,0,0,0,3,3,0,0,2,2,5
m.okaprog.com,0,0,0,0,0,1,1,2,0,0,0,0,2
deadrobots.social,0,0,0,0,0,0,5,5,0,0,0,0,5
flyovercountry.social,1,0,0,1,0,94,198,292,0,8,7,15,307
fed.chris-shaw.dev,0,0,0,0,0,0,1,1,0,0,0,0,1
procial.tchncs.de,0,0,0,0,0,386,422,808,1,0,0,1,809
waf.social,0,0,0,0,0,0,1,1,0,0,0,0,1
pouet.badprocess.me,0,0,0,0,0,6,0,6,0,0,0,0,6
ohai.social,47,32,99,178,0,3217,6290,9507,33,2084,4273,6390,15897
mstdn.esp.nl,0,0,0,0,0,0,0,0,0,1,3,4,4
myimg.social,0,0,0,0,0,0,5,5,0,0,0,0,5
social.fifteen40.com,0,0,0,0,0,0,1,1,0,0,1,1,2
mstdn.o-nature-culture.net,0,0,0,0,0,0,3,3,0,4,30,34,37
imaginair.es,0,0,0,0,0,126,152,278,0,0,0,0,278
social.esmarconf.org,3,0,0,3,0,3,33,36,0,21,41,62,98
mastodon.ph,0,0,0,0,0,2,1,3,0,1,0,1,4
fedi.bpc.wtf,0,0,0,0,0,0,1,1,0,0,0,0,1
m.epon.io,0,0,0,0,0,3,52,55,0,0,1,1,56
tetrax.de,0,0,0,0,0,11,5,16,0,0,0,0,16
strangeobject.space,2,0,2,4,0,51,425,476,0,2,8,10,486
soc.ottr.uk,2,0,2,4,1,0,1,2,0,0,14,14,16
parcero.bond,0,0,0,0,0,2,37,39,34,0,0,34,73
elbereth.xyz,0,0,0,0,0,2,0,2,0,0,0,0,2
ibbtown.com,0,0,0,0,0,2,2,4,0,0,0,0,4
akamdon.com,0,0,0,0,0,6,5,11,0,0,0,0,11
915.social,0,0,0,0,0,0,1,1,0,0,0,0,1
brieseland.de,0,0,0,0,0,0,14,14,0,0,1,1,15
social.gibiris.org,1,0,0,1,2,2,0,4,0,0,0,0,4
misskey.resonite.love,0,0,0,0,0,1,2,3,0,0,0,0,3
toot.foundation,1,0,1,2,0,1,1,2,0,0,1,1,3
social.sceneworld.org,0,1,1,2,0,0,0,0,0,0,1,1,1
social.lemee.co,0,0,0,0,0,0,2,2,0,0,0,0,2
opayq.social,0,0,0,0,0,0,4,4,0,1,1,2,6
terror.black,0,0,0,0,0,9,11,20,0,0,0,0,20
social.sublingual.xyz,0,0,0,0,0,1,3,4,0,2,12,14,18
mako3sun.com,0,0,0,0,0,5,1,6,0,0,0,0,6
fedi.worf.win,0,0,0,0,2,0,1,3,0,1,1,2,5
payravi.xyz,0,0,0,0,0,0,11,11,0,0,5,5,16
bluefox.social,0,0,0,0,0,0,0,0,0,3,28,31,31
mstdn.osaka,0,0,933,933,0,0,0,0,0,0,5,5,5
fedi.ahfrom.synology.me,0,0,0,0,0,12,64,76,0,0,0,0,76
unix.family,0,0,0,0,0,0,7,7,0,0,0,0,7
hydrocube.space,0,0,0,0,0,0,5,5,0,0,0,0,5
nyon.marimo-net.com,0,0,0,0,0,0,1,1,0,0,0,0,1
neodb.social,0,0,0,0,0,0,1,1,0,0,0,0,1
mastodon.nl,248,2029,2510,4787,0,4125,6421,10546,4,7846,9076,16926,27472
mastodon.ptolemaios.fr,0,0,0,0,0,0,53,53,0,0,0,0,53
birdity.club,0,0,0,0,0,0,0,0,0,2,4,6,6
cybre.club,0,0,0,0,0,27,21,48,1,0,0,1,49
mastodon.stuttgart.international,0,0,0,0,0,0,2,2,0,4,0,4,6
pleroma.lovetocode999.xyz,1,0,0,1,3,43,13,59,0,3,17,20,79
socialserver.science,0,0,0,0,0,29,40,69,0,0,0,0,69
pixelfed.furryfandom.me,0,0,0,0,0,0,1,1,0,0,0,0,1
anubis.social,2,0,1,3,0,23,27,50,0,1,8,9,59
mastodon.fivest.one,0,0,0,0,0,2,19,21,0,5,45,50,71
mstdn.y-zu.org,13,12,10,35,0,7,11,18,0,36,102,138,156
mastodon.standingpad.org,0,0,0,0,0,1,1,2,0,0,0,0,2
social.sandervankasteel.nl,0,0,0,0,0,27,26,53,0,0,0,0,53
m.mew.gay,0,0,0,0,0,0,4,4,0,0,0,0,4
kfogel.org,0,0,0,0,1,1,3,5,0,0,1,1,6
gamelinks007.net,6,4,2,12,0,5,46,51,0,10,24,34,85
coolviruses.download,0,0,0,0,0,2,0,2,0,0,0,0,2
biplus.social,0,0,0,0,0,9,14,23,0,5,19,24,47
zhub.link,0,0,0,0,0,61,131,192,1,0,0,1,193
misskey.niri.la,0,0,0,0,0,11,46,57,0,0,0,0,57
1uca.com,1,7,20,28,0,9,16,25,0,10,58,68,93
masto.hoffman.studio,0,0,0,0,0,1,2,3,0,0,0,0,3
trunk.lol,0,0,1,1,0,2,7,9,0,0,0,0,9
9kb.me,6,1,0,7,0,1,7,8,0,10,5,15,23
gts.2a03.party,0,0,0,0,0,0,1,1,0,0,0,0,1
prism.place,0,0,0,0,0,2,1,3,0,0,0,0,3
kitty.social,0,0,0,0,0,135,274,409,3,0,0,3,412
catdon.life,0,2,3,5,0,2,0,2,0,7,12,19,21
puppo.space,0,0,0,0,0,0,2,2,0,0,0,0,2
torsi.ca,0,0,0,0,0,0,4,4,0,0,0,0,4
rama3.jp,0,0,0,0,0,0,1,1,0,0,3,3,4
geoplanetary.net,0,0,0,0,0,0,1,1,0,0,0,0,1
fairdinkum.masto.host,0,0,0,0,0,0,2,2,0,0,0,0,2
sayurili.hostdon.ne.jp,3,0,0,3,0,0,0,0,0,0,1,1,1
awjeez.help,0,0,0,0,0,1,11,12,0,0,0,0,12
social.adm.ink,2,0,0,2,0,3,12,15,0,0,7,7,22
mastodon.theshowshow.tv,0,0,0,0,0,0,8,8,0,0,2,2,10
3dp.chat,0,0,0,0,0,2,1,3,0,5,16,21,24
gts.lumaeris.com,0,0,0,0,0,2,3,5,0,0,0,0,5
mastodon.mallegolhansen.com,0,0,0,0,0,9,84,93,0,0,0,0,93
social.begyn.be,0,0,0,0,0,0,0,0,0,1,0,1,1
deepthought.infullflow.net,0,0,0,0,0,9,9,18,0,0,0,0,18
idf.social,0,0,0,0,0,56,16,72,0,0,0,0,72
dev.aster.pages.gay,0,0,0,0,0,0,0,0,1,0,0,1,1
mastodon.catgirl.cloud,2,0,0,2,0,35,635,670,0,0,1,1,671
mastodon.joelving.dk,0,0,0,0,0,4,17,21,0,1,2,3,24
stereophonic.space,0,0,0,0,0,66,60,126,12,0,0,12,138
mastodon.spesh.com,0,0,0,0,0,0,0,0,0,5,14,19,19
mazaska.social,0,0,0,0,0,3,12,15,0,4,2,6,21
social.ferrous-systems.com,1,0,0,1,0,0,0,0,0,15,17,32,32
kosmos.social,1,0,0,1,0,15,26,41,0,4,3,7,48
mastodon.moussaclarke.co.uk,0,0,0,0,0,3,1,4,0,0,1,1,5
olifant.fi,2,0,0,2,0,1,0,1,0,0,0,0,1
escobar.social,0,0,0,0,0,0,36,36,0,0,0,0,36
wolfgirl.bar,0,0,0,0,0,12,60,72,10,0,0,10,82
club.pati.to,0,0,0,0,0,0,0,0,1,0,0,1,1
mk.c30.life,0,0,0,0,0,1,0,1,0,0,0,0,1
fediffusion.art,1,0,0,1,0,0,0,0,0,0,0,0,0
two-bits.org,0,0,0,0,0,0,1,1,0,0,0,0,1
ashka.me,0,0,0,0,0,1,0,1,0,0,0,0,1
toot.lv,5,19,179,203,0,209,493,702,0,6,25,31,733
mastodon.electric-goat.net,0,0,0,0,0,2,0,2,0,0,0,0,2
types.pl,0,0,0,0,0,141,564,705,8,0,0,8,713
jit.social,0,0,0,0,0,6,26,32,0,0,2,2,34
smores.town,0,0,0,0,0,1,65,66,0,0,0,0,66
void.holdings,1,0,0,1,0,1,15,16,0,0,28,28,44
reyuzenfold.com,2,0,0,2,0,2,4,6,0,0,0,0,6
mastodon.burnworks.com,0,0,0,0,0,1,0,1,0,0,0,0,1
nnmdon.com,0,0,0,0,0,0,0,0,0,0,1,1,1
social.ncot.uk,2,0,0,2,0,0,0,0,0,0,3,3,3
ippandon.hopto.org,0,0,0,0,0,4,2,6,0,1,5,6,12
norbertmarteau.fr,0,0,2,2,0,0,0,0,0,0,0,0,0
toot.hostdon.ne.jp,0,0,0,0,0,0,6,6,0,1,15,16,22
masts.lv,0,0,0,0,0,3,4,7,0,1,1,2,9
tutut.delire.party,0,0,0,0,0,71,97,168,0,0,0,0,168
social.freedom.press,10,0,0,10,0,0,0,0,0,12,24,36,36
simian.rodeo,3,0,0,3,0,2,9,11,0,14,26,40,51
friendica.mrpetovan.com,0,0,0,0,0,0,71,71,0,0,0,0,71
social.codeofamor.net,0,0,0,0,0,35,154,189,0,4,4,8,197
werd.social,0,0,0,0,0,0,8,8,0,8,6,14,22
famichiki.jp,25,46,716,787,0,288,1359,1647,36,142,512,690,2337
social.technoetic.com,0,0,0,0,0,2,7,9,0,0,0,0,9
social.haj.gf,0,0,0,0,0,0,3,3,0,0,0,0,3
blog.fami.ga,0,0,0,0,0,0,0,0,0,0,2,2,2
nightcord.de,2,0,0,2,0,1,2,3,0,0,1,1,4
px.tosk.in,0,0,0,0,0,1,4,5,0,0,0,0,5
abyss.fun,0,0,0,0,0,19,21,40,0,0,0,0,40
pleroma.viridianpatriots.com,0,0,0,0,0,0,2,2,2,0,0,2,4
orz.uno,0,0,0,0,0,3,11,14,0,0,0,0,14
fidelis.social,0,0,0,0,0,5,69,74,0,0,0,0,74
towns.gay,0,0,0,0,0,31,114,145,1,1,0,2,147
social.rudel.amsterdam,0,0,0,0,0,0,3,3,0,0,0,0,3
mastodon.haruska.com,0,0,0,0,0,1,3,4,0,2,6,8,12
miraiverse.xyz,3,5,4,12,2,43,8,53,1,11,15,27,80
mdn.kaitou.org,0,0,0,0,0,2,38,40,0,0,0,0,40
social.psjb.me,0,0,0,0,0,0,0,0,0,1,0,1,1
monads.online,0,0,0,0,0,335,385,720,0,0,0,0,720
mk.kiber-ogur4ik.space,0,0,0,0,0,5,0,5,0,0,0,0,5
social.phantanews.de,0,0,0,0,0,1,5,6,0,0,0,0,6
curling.social,0,0,3,3,0,9,62,71,0,1,4,5,76
zdf.social,0,0,0,0,0,1,5,6,1,23,32,56,62
pixelfed.art,0,0,0,0,0,19,166,185,0,0,0,0,185
mtd.sysblog.at,0,0,0,0,0,1,0,1,0,0,0,0,1
tyazzkey.work,0,0,0,0,0,0,2,2,0,0,0,0,2
mstdn.plus,0,0,0,0,0,229,796,1025,1,0,0,1,1026
craftopi.art,0,0,1,1,0,35,79,114,0,0,0,0,114
silence.horse,0,0,0,0,0,2,7,9,0,0,0,0,9
merveilles.town,1,0,1,2,0,141,1522,1663,0,0,2,2,1665
anonsys.net,0,0,0,0,0,41,68,109,2,0,0,2,111
mastodon.zergy.net,0,0,0,0,0,41,6,47,0,8,15,23,70
mk.asie.pl,0,0,0,0,0,0,1,1,2,0,0,2,3
scholar.social,0,0,0,0,0,488,753,1241,6,0,0,6,1247
cztwitter.cz,0,0,5,5,0,17,98,115,1,3,28,32,147
cville.online,0,0,0,0,0,241,121,362,0,0,0,0,362
monocles.social,0,0,0,0,0,0,4,4,0,0,0,0,4
social.vlhl.dev,10,0,27,37,42,20,92,154,15,42,267,324,478
goto.coiloptic.org,0,0,0,0,0,112,393,505,0,0,0,0,505
yamabi.co,0,0,3,3,0,0,0,0,0,0,0,0,0
akanechan.love,0,0,0,0,0,1,1,2,0,0,0,0,2
bananen.software,0,0,0,0,0,2,7,9,0,1,0,1,10
mrrp.chimmie.k.vu,0,0,0,0,0,1,5,6,0,0,0,0,6
metapixl.com,0,0,0,0,0,15,342,357,0,0,0,0,357
nfld.me,0,0,0,0,0,59,343,402,0,0,1,1,403
goto.tomato.pink,0,0,0,0,0,2,12,14,0,0,0,0,14
zotum.net,0,0,0,0,0,4,4,8,0,0,0,0,8
oslo.town,0,1,2,3,0,199,706,905,0,4,17,21,926
scottodon.com,0,0,0,0,0,5,55,60,0,2,7,9,69
gts.ree.ink,0,0,0,0,0,0,1,1,0,0,0,0,1
calckey.aokaga.work,0,0,0,0,0,45,2,47,0,0,0,0,47
patriot.online,2,0,189,191,0,0,0,0,0,0,0,0,0
photodn.net,0,0,81,81,0,0,13,13,0,2,27,29,42
mog.blue,0,0,0,0,0,5,3,8,0,0,0,0,8
gts.fsociety.social,0,0,0,0,0,0,3,3,0,0,0,0,3
hayu.sh,1,0,0,1,0,0,1,1,0,0,0,0,1
bzh.social,0,0,0,0,0,28,25,53,0,2,3,5,58
canerduh.ca,0,0,0,0,0,0,8,8,0,0,0,0,8
sosocial.dedioste.net,0,0,0,0,0,3,0,3,0,0,0,0,3
abyssdomain.expert,1,0,0,1,0,0,6,6,0,12,46,58,64
witchgirl.cafe,0,0,0,0,0,0,3,3,0,0,17,17,20
social.petertoushkov.eu,1,0,0,1,0,24,26,50,0,5,6,11,61
wintry.blue,0,0,0,0,0,8,0,8,0,0,0,0,8
is-he.re,0,0,0,0,0,1,0,1,0,0,3,3,4
mastodon.derpstra.nl,0,0,0,0,0,0,1,1,0,0,0,0,1
poorlyrendered.com,0,0,0,0,0,0,9,9,0,0,0,0,9
shrug.pro,0,0,0,0,0,0,1,1,0,0,0,0,1
social.luoe.dev,0,0,0,0,0,0,2,2,0,0,2,2,4
disco.grtsk.com,0,0,0,0,0,0,1,1,0,0,0,0,1
social.lithio.fr,0,1,0,1,0,9,1,10,1,11,1,13,23
thefire.work,0,0,0,0,0,8,6,14,0,0,0,0,14
kafeneio.social,4,16,33,53,0,306,370,676,2,30,36,68,744
mastodon.yaroze.org,0,0,0,0,0,0,1,1,0,0,2,2,3
tea.codes,0,0,0,0,0,5,15,20,0,0,0,0,20
ukadon.shillest.net,10,27,79,116,0,9,2,11,1,10,28,39,50
layer8.space,7,2,6,15,0,507,1372,1879,3,60,151,214,2093
social.badabam.net,0,0,0,0,0,1,1,2,0,0,0,0,2
thoresson.social,3,0,0,3,0,7,3,10,0,9,16,25,35
stadtmg.social,0,0,0,0,0,3,19,22,0,1,0,1,23
feedbeat.me,0,0,0,0,0,2,4,6,0,0,0,0,6
